Date, Close, Open, High, Low, ZigZag Value, ZigZag Length, ZigZag Pips, ZigZag Deg, Volumes
2010.02.18 09:40, 1.36360, 1.36260, 1.36540, 1.36260, 1.36540, 83.00000, 115, 54.18, 705.00000
2010.02.18 18:50, 1.34590, 1.34770, 1.34770, 1.34420, 1.34420, 110.00000, -212, 62.58, 775.00000
2010.02.21 22:25, 1.36500, 1.36490, 1.36530, 1.36470, 1.36530, 332.00000, 211, 32.44, 144.00000
2010.02.22 10:10, 1.35890, 1.35740, 1.35900, 1.35740, 1.35740, 141.00000, -79, 29.26, 375.00000
2010.02.23 03:15, 1.36860, 1.36900, 1.36910, 1.36830, 1.36910, 205.00000, 117, 29.71, 265.00000
2010.02.23 15:55, 1.34990, 1.35030, 1.35030, 1.34960, 1.34960, 152.00000, -195, 52.06, 185.00000
2010.02.24 10:50, 1.36190, 1.36170, 1.36250, 1.36110, 1.36250, 227.00000, 129, 29.61, 605.00000
2010.02.24 23:25, 1.34540, 1.34550, 1.34560, 1.34500, 1.34500, 150.00000, -175, 49.40, 255.00000
2010.02.26 05:50, 1.36190, 1.36210, 1.36260, 1.36160, 1.36260, 365.00000, 176, 25.74, 405.00000
2010.02.26 08:30, 1.35590, 1.35670, 1.35700, 1.35490, 1.35490, 32.00000, -77, 67.43, 565.00000
2010.02.26 11:40, 1.36720, 1.36670, 1.36820, 1.36670, 1.36820, 38.00000, 133, 74.05, 475.00000
2010.03.01 01:45, 1.35870, 1.35900, 1.35940, 1.35850, 1.35850, 170.00000, -97, 29.71, 255.00000
2010.03.01 04:15, 1.36500, 1.36450, 1.36520, 1.36440, 1.36520, 30.00000, 67, 65.88, 335.00000
