Date, Close, Open, High, Low, ZigZag Value, ZigZag Length, ZigZag Pips, ZigZag Deg, Volumes
2011.08.11 08:30, 1.41070, 1.41300, 1.41390, 1.41030, 1.41030, 46.00000, -171, 74.94, 815.00000
2011.08.11 11:00, 1.42800, 1.42660, 1.42930, 1.42660, 1.42930, 30.00000, 190, 81.03, 645.00000
2011.08.12 03:15, 1.41590, 1.41540, 1.41620, 1.41490, 1.41490, 195.00000, -144, 36.44, 545.00000
2011.08.15 02:25, 1.43240, 1.43200, 1.43280, 1.43200, 1.43280, 278.00000, 179, 32.78, 385.00000
2011.08.15 06:15, 1.42720, 1.42690, 1.42720, 1.42630, 1.42630, 46.00000, -65, 54.71, 375.00000
2011.08.15 10:25, 1.44700, 1.44550, 1.44760, 1.44520, 1.44760, 50.00000, 213, 76.79, 655.00000
2011.08.16 07:50, 1.43630, 1.43570, 1.43650, 1.43530, 1.43530, 257.00000, -123, 25.58, 225.00000
2011.08.16 12:10, 1.44480, 1.44520, 1.44710, 1.44330, 1.44710, 52.00000, 118, 66.22, 1335.00000
2011.08.16 20:10, 1.43610, 1.43650, 1.43650, 1.43510, 1.43510, 96.00000, -120, 51.34, 345.00000
2011.08.17 01:15, 1.44160, 1.44100, 1.44160, 1.44100, 1.44160, 61.00000, 65, 46.82, 125.00000
2011.08.17 03:10, 1.43400, 1.43420, 1.43450, 1.43240, 1.43240, 23.00000, -92, 75.96, 765.00000
2011.08.17 09:55, 1.45080, 1.45070, 1.45160, 1.45050, 1.45160, 81.00000, 192, 67.13, 375.00000
2011.08.18 03:05, 1.43870, 1.43860, 1.43900, 1.43800, 1.43800, 206.00000, -136, 33.43, 435.00000
2011.08.18 04:20, 1.44350, 1.44470, 1.44510, 1.44350, 1.44510, 15.00000, 71, 78.07, 345.00000
2011.08.19 03:45, 1.42680, 1.42700, 1.42720, 1.42580, 1.42580, 280.00000, -193, 34.58, 405.00000
2011.08.19 03:55, 1.42800, 1.42680, 1.42810, 1.42580, 1.42580, 2.00000, 0, 0.00, 605.00000
2011.08.19 10:15, 1.44410, 1.44460, 1.44510, 1.44390, 1.44510, 76.00000, 193, 68.51, 515.00000
2011.08.22 02:40, 1.43520, 1.43540, 1.43550, 1.43460, 1.43460, 197.00000, -105, 28.06, 345.00000
2011.08.22 02:50, 1.43470, 1.43490, 1.43540, 1.43460, 1.43460, 2.00000, 0, 0.00, 175.00000
2011.08.22 06:45, 1.44320, 1.44300, 1.44330, 1.44280, 1.44330, 47.00000, 87, 61.62, 235.00000
2011.08.22 19:50, 1.43550, 1.43590, 1.43590, 1.43530, 1.43530, 157.00000, -80, 27.00, 125.00000
2011.08.23 05:25, 1.44930, 1.44910, 1.44990, 1.44890, 1.44990, 115.00000, 146, 51.77, 305.00000
2011.08.24 04:00, 1.44050, 1.43930, 1.44110, 1.43790, 1.43790, 270.00000, -120, 23.96, 705.00000
2011.08.24 10:00, 1.44750, 1.44720, 1.44810, 1.44670, 1.44810, 72.00000, 102, 54.78, 495.00000
2011.08.25 04:10, 1.44660, 1.44680, 1.44740, 1.44640, 1.44740, 218.00000, -7, 1.84, 345.00000
2011.08.25 10:50, 1.43380, 1.43380, 1.43440, 1.43270, 1.43270, 80.00000, -147, 61.44, 535.00000
2011.08.26 05:20, 1.44490, 1.44430, 1.44510, 1.44420, 1.44510, 222.00000, 124, 29.19, 245.00000
2011.08.26 10:40, 1.43500, 1.43470, 1.43500, 1.43280, 1.43280, 64.00000, -123, 62.51, 1005.00000
2011.08.29 02:05, 1.45420, 1.45350, 1.45480, 1.45350, 1.45480, 185.00000, 220, 49.94, 235.00000
2011.08.30 01:45, 1.45280, 1.45290, 1.45320, 1.45280, 1.45320, 284.00000, -16, 3.22, 115.00000
2011.08.30 06:20, 1.43920, 1.43950, 1.43960, 1.43840, 1.43840, 55.00000, -148, 69.61, 415.00000
2011.08.31 03:55, 1.44630, 1.44380, 1.44680, 1.44360, 1.44680, 257.00000, 84, 18.10, 575.00000
2011.09.02 03:20, 1.42140, 1.42110, 1.42170, 1.42080, 1.42080, 568.00000, -260, 24.60, 295.00000
2011.09.02 08:40, 1.42760, 1.42450, 1.42860, 1.42420, 1.42860, 64.00000, 78, 50.63, 775.00000
2011.09.06 01:00, 1.40390, 1.40580, 1.40600, 1.40380, 1.40380, 484.00000, -248, 27.13, 415.00000
2011.09.06 04:00, 1.41750, 1.41100, 1.42480, 1.41070, 1.42480, 36.00000, 210, 80.27, 1854.00000
2011.09.06 11:10, 1.39800, 1.40040, 1.40050, 1.39730, 1.39730, 86.00000, -275, 72.63, 705.00000
2011.09.07 04:10, 1.40950, 1.40970, 1.41480, 1.40910, 1.41480, 204.00000, 175, 40.62, 1685.00000
2011.09.07 09:35, 1.40250, 1.40140, 1.40260, 1.40110, 1.40110, 65.00000, -137, 64.62, 385.00000
2011.09.07 16:00, 1.40980, 1.41020, 1.41080, 1.40980, 1.41080, 77.00000, 97, 51.56, 345.00000
2011.09.12 00:55, 1.35160, 1.35080, 1.35340, 1.35010, 1.35010, 683.00000, -607, 41.63, 835.00000
2011.09.12 09:55, 1.36860, 1.36700, 1.36930, 1.36650, 1.36930, 108.00000, 192, 60.64, 685.00000
2011.09.12 14:10, 1.35590, 1.35680, 1.35710, 1.35550, 1.35550, 51.00000, -138, 69.72, 355.00000
2011.09.13 02:20, 1.36930, 1.36730, 1.36940, 1.36730, 1.36940, 146.00000, 139, 43.59, 385.00000
2011.09.13 04:10, 1.35690, 1.35730, 1.35740, 1.35570, 1.35570, 22.00000, -137, 80.88, 525.00000
2011.09.13 13:20, 1.37340, 1.37260, 1.37380, 1.37250, 1.37380, 110.00000, 181, 58.71, 265.00000
2011.09.14 02:20, 1.35950, 1.35970, 1.36010, 1.35900, 1.35900, 156.00000, -148, 43.49, 445.00000
2011.09.15 09:15, 1.39190, 1.39040, 1.39350, 1.38930, 1.39350, 371.00000, 345, 42.92, 945.00000
2011.09.19 03:35, 1.37000, 1.37000, 1.37060, 1.36950, 1.37060, 508.00000, -229, 24.27, 305.00000
2011.09.19 10:25, 1.36020, 1.35950, 1.36020, 1.35850, 1.35850, 82.00000, -121, 55.88, 495.00000
2011.09.19 15:30, 1.37120, 1.36970, 1.37200, 1.36970, 1.37200, 61.00000, 135, 65.68, 535.00000
2011.09.19 23:10, 1.36020, 1.36040, 1.36050, 1.35920, 1.35920, 91.00000, -128, 54.59, 405.00000
2011.09.20 08:40, 1.37170, 1.36990, 1.37430, 1.36990, 1.37430, 114.00000, 151, 52.95, 1245.00000
2011.09.20 21:15, 1.37200, 1.37060, 1.37220, 1.37020, 1.37220, 151.00000, -21, 7.92, 715.00000
2011.09.21 08:15, 1.36430, 1.36350, 1.36430, 1.36280, 1.36280, 132.00000, -94, 35.46, 405.00000
2011.09.21 13:45, 1.37830, 1.37800, 1.37870, 1.37780, 1.37870, 66.00000, 159, 67.46, 335.00000
2011.09.21 14:20, 1.37290, 1.37750, 1.37870, 1.37250, 1.37870, 7.00000, 0, 0.00, 1035.00000
2011.09.22 08:55, 1.34040, 1.34020, 1.34070, 1.33850, 1.33850, 223.00000, -402, 60.98, 585.00000
2011.09.22 20:15, 1.35570, 1.35630, 1.35660, 1.35570, 1.35660, 136.00000, 181, 53.08, 425.00000
2011.09.23 08:05, 1.34370, 1.34290, 1.34400, 1.34180, 1.34180, 142.00000, -148, 46.19, 525.00000
2011.09.25 18:55, 1.35440, 1.35450, 1.35490, 1.35440, 1.35490, 130.00000, 131, 45.22, 195.00000
2011.09.26 02:00, 1.33660, 1.33940, 1.33960, 1.33610, 1.33610, 85.00000, -188, 65.67, 605.00000
2011.09.27 14:10, 1.36620, 1.36440, 1.36670, 1.36410, 1.36670, 434.00000, 306, 35.19, 405.00000
2011.09.27 23:40, 1.35450, 1.35560, 1.35570, 1.35400, 1.35400, 114.00000, -127, 48.09, 445.00000
2011.09.28 06:25, 1.36780, 1.36670, 1.36890, 1.36670, 1.36890, 81.00000, 149, 61.47, 495.00000
2011.09.28 19:55, 1.35220, 1.35210, 1.35240, 1.35190, 1.35190, 162.00000, -170, 46.38, 175.00000
2011.09.28 20:30, 1.35250, 1.35270, 1.35280, 1.35190, 1.35190, 7.00000, 0, 0.00, 245.00000
2011.09.29 04:10, 1.36710, 1.36620, 1.36780, 1.36610, 1.36780, 92.00000, 159, 59.95, 395.00000
2011.09.29 06:10, 1.36510, 1.36700, 1.36780, 1.36490, 1.36780, 24.00000, 0, 0.00, 955.00000
2011.10.03 01:15, 1.33190, 1.33180, 1.33210, 1.33130, 1.33130, 517.00000, -365, 35.22, 195.00000
2011.10.03 06:35, 1.33750, 1.33730, 1.33810, 1.33700, 1.33810, 64.00000, 68, 46.74, 325.00000
2011.10.03 17:10, 1.31700, 1.31680, 1.31730, 1.31630, 1.31630, 127.00000, -218, 59.78, 285.00000
2011.10.04 02:55, 1.32220, 1.32210, 1.32260, 1.32200, 1.32260, 117.00000, 63, 28.30, 255.00000
2011.10.04 03:50, 1.31470, 1.31750, 1.31750, 1.31450, 1.31450, 11.00000, -81, 82.27, 505.00000
2011.10.05 06:50, 1.33600, 1.33680, 1.33740, 1.33600, 1.33740, 324.00000, 229, 35.25, 305.00000
2011.10.05 10:50, 1.32920, 1.32830, 1.32920, 1.32770, 1.32770, 48.00000, -97, 63.67, 485.00000
2011.10.05 14:25, 1.33690, 1.33800, 1.33830, 1.33660, 1.33830, 43.00000, 106, 67.92, 415.00000
2011.10.06 03:10, 1.33210, 1.33270, 1.33280, 1.33110, 1.33110, 153.00000, -72, 25.20, 485.00000
2011.10.06 04:20, 1.33920, 1.33840, 1.33980, 1.33810, 1.33980, 14.00000, 87, 80.86, 465.00000
2011.10.06 08:20, 1.32610, 1.32520, 1.32610, 1.32410, 1.32410, 48.00000, -157, 73.00, 515.00000
2011.10.07 10:30, 1.35110, 1.35050, 1.35240, 1.35050, 1.35240, 314.00000, 283, 42.03, 535.00000
2011.10.07 14:45, 1.33660, 1.33700, 1.33710, 1.33610, 1.33610, 51.00000, -163, 72.63, 425.00000
2011.10.10 12:05, 1.36850, 1.36840, 1.36980, 1.36830, 1.36980, 256.00000, 337, 52.78, 355.00000
2011.10.10 23:05, 1.36210, 1.36190, 1.36210, 1.36170, 1.36170, 132.00000, -81, 31.53, 105.00000
2011.10.11 02:10, 1.36520, 1.36470, 1.36570, 1.36470, 1.36570, 37.00000, 40, 47.23, 295.00000
2011.10.11 02:35, 1.36250, 1.36220, 1.36280, 1.36160, 1.36160, 5.00000, -41, 83.05, 275.00000
2011.10.11 03:30, 1.36650, 1.36560, 1.36720, 1.36560, 1.36720, 11.00000, 56, 78.89, 385.00000
2011.10.11 08:50, 1.35680, 1.35810, 1.35830, 1.35650, 1.35650, 64.00000, -107, 59.12, 455.00000
2011.10.11 09:10, 1.35760, 1.35830, 1.35840, 1.35650, 1.35650, 4.00000, 0, 0.00, 615.00000
2011.10.11 13:55, 1.36760, 1.36760, 1.36830, 1.36740, 1.36830, 57.00000, 118, 64.22, 305.00000
2011.10.11 21:20, 1.35870, 1.35860, 1.35880, 1.35820, 1.35820, 88.00000, -101, 48.93, 295.00000
2011.10.12 13:00, 1.38280, 1.38120, 1.38330, 1.38120, 1.38330, 188.00000, 251, 53.17, 485.00000
2011.10.12 20:25, 1.37710, 1.37720, 1.37720, 1.37670, 1.37670, 89.00000, -66, 36.56, 175.00000
2011.10.13 03:30, 1.38170, 1.38170, 1.38260, 1.38150, 1.38260, 85.00000, 59, 34.77, 425.00000
2011.10.13 10:15, 1.36890, 1.36970, 1.36980, 1.36850, 1.36850, 81.00000, -141, 60.12, 485.00000
2011.10.14 10:05, 1.38890, 1.38750, 1.38940, 1.38730, 1.38940, 286.00000, 209, 36.16, 585.00000
2011.10.16 23:20, 1.38320, 1.38540, 1.38540, 1.38270, 1.38270, 159.00000, -67, 22.85, 355.00000
2011.10.17 04:10, 1.39020, 1.39060, 1.39140, 1.39010, 1.39140, 58.00000, 87, 56.31, 385.00000
2011.10.17 17:30, 1.37240, 1.37350, 1.37360, 1.37240, 1.37240, 160.00000, -190, 49.90, 245.00000
2011.10.17 21:50, 1.37830, 1.37790, 1.37870, 1.37770, 1.37870, 52.00000, 63, 50.46, 245.00000
2011.10.17 23:50, 1.37830, 1.37850, 1.37870, 1.37820, 1.37870, 24.00000, 0, 0.00, 114.00000
2011.10.18 10:00, 1.36540, 1.36600, 1.36680, 1.36520, 1.36520, 122.00000, -135, 47.90, 445.00000
2011.10.19 08:40, 1.38560, 1.38530, 1.38680, 1.38530, 1.38680, 272.00000, 216, 38.45, 555.00000
2011.10.20 03:25, 1.36770, 1.36990, 1.36990, 1.36730, 1.36730, 224.00000, -195, 41.04, 745.00000
2011.10.20 06:05, 1.38270, 1.38290, 1.38420, 1.38260, 1.38420, 32.00000, 169, 79.28, 585.00000
2011.10.20 11:55, 1.36710, 1.36770, 1.36780, 1.36560, 1.36560, 70.00000, -186, 69.38, 545.00000
2011.10.21 01:40, 1.38030, 1.37980, 1.38080, 1.37970, 1.38080, 165.00000, 152, 42.65, 295.00000
2011.10.21 04:10, 1.37150, 1.37060, 1.37150, 1.37030, 1.37030, 30.00000, -105, 74.05, 495.00000
2011.10.24 02:25, 1.39350, 1.39480, 1.39530, 1.39340, 1.39530, 266.00000, 250, 43.22, 395.00000
2011.10.24 06:45, 1.38280, 1.38360, 1.38360, 1.38220, 1.38220, 52.00000, -131, 68.35, 345.00000
2011.10.24 15:00, 1.39490, 1.39460, 1.39560, 1.39460, 1.39560, 99.00000, 134, 53.54, 255.00000
2011.10.25 02:50, 1.38790, 1.38810, 1.38910, 1.38760, 1.38760, 142.00000, -80, 29.40, 405.00000
2011.10.25 06:35, 1.39580, 1.39380, 1.39600, 1.39370, 1.39600, 45.00000, 84, 61.82, 365.00000
2011.10.25 09:35, 1.38840, 1.38930, 1.38930, 1.38480, 1.38480, 36.00000, -112, 72.18, 1275.00000
2011.10.26 09:15, 1.39640, 1.39330, 1.39750, 1.39330, 1.39750, 284.00000, 127, 24.09, 905.00000
2011.10.26 10:50, 1.38150, 1.38040, 1.38190, 1.37970, 1.37970, 19.00000, -178, 83.91, 615.00000
2011.10.27 14:05, 1.42350, 1.42380, 1.42470, 1.42340, 1.42470, 327.00000, 450, 54.00, 375.00000
2011.11.01 08:50, 1.36270, 1.36230, 1.36330, 1.36080, 1.36080, 800.00000, -639, 38.62, 705.00000
2011.11.02 09:35, 1.38130, 1.38130, 1.38270, 1.38120, 1.38270, 297.00000, 219, 36.40, 485.00000
2011.11.02 11:05, 1.38190, 1.38100, 1.38270, 1.38070, 1.38270, 18.00000, 0, 0.00, 495.00000
2011.11.03 03:25, 1.36610, 1.36560, 1.36640, 1.36560, 1.36560, 196.00000, -171, 41.10, 155.00000
2011.11.03 13:45, 1.38470, 1.38200, 1.38540, 1.38200, 1.38540, 124.00000, 198, 57.94, 595.00000
2011.11.03 23:05, 1.37950, 1.37940, 1.37950, 1.37870, 1.37870, 112.00000, -67, 30.89, 215.00000
2011.11.04 08:30, 1.38600, 1.38300, 1.38670, 1.38280, 1.38670, 113.00000, 80, 35.30, 1665.00000
2011.11.07 05:10, 1.36880, 1.36920, 1.36950, 1.36810, 1.36810, 249.00000, -186, 36.76, 405.00000
2011.11.07 09:55, 1.38050, 1.38070, 1.38130, 1.37970, 1.38130, 57.00000, 132, 66.64, 505.00000
2011.11.08 03:00, 1.37350, 1.37320, 1.37380, 1.37240, 1.37240, 205.00000, -89, 23.47, 395.00000
2011.11.08 20:25, 1.38520, 1.38430, 1.38570, 1.38430, 1.38570, 209.00000, 133, 32.47, 315.00000
2011.11.10 02:10, 1.34850, 1.35030, 1.35040, 1.34830, 1.34830, 357.00000, -374, 46.33, 565.00000
2011.11.13 17:00, 1.37980, 1.38080, 1.38090, 1.37950, 1.38090, 466.00000, 326, 34.98, 355.00000
2011.11.16 01:55, 1.34330, 1.34410, 1.34420, 1.34280, 1.34280, 683.00000, -381, 29.15, 285.00000
2011.11.16 05:05, 1.35420, 1.35470, 1.35560, 1.35410, 1.35560, 38.00000, 128, 73.47, 395.00000
2011.11.16 18:40, 1.34350, 1.34240, 1.34350, 1.34210, 1.34210, 163.00000, -135, 39.63, 255.00000
2011.11.17 07:20, 1.34420, 1.34430, 1.34450, 1.34360, 1.34360, 152.00000, 15, 5.64, 295.00000
2011.11.17 10:05, 1.35390, 1.35160, 1.35390, 1.35120, 1.35390, 33.00000, 103, 72.24, 645.00000
2011.11.17 19:00, 1.34570, 1.34540, 1.34590, 1.34460, 1.34460, 107.00000, -93, 41.00, 235.00000
2011.11.18 07:40, 1.36030, 1.36130, 1.36140, 1.36020, 1.36140, 152.00000, 168, 47.86, 265.00000
2011.11.20 22:15, 1.35290, 1.35350, 1.35380, 1.35280, 1.35380, 175.00000, -76, 23.47, 265.00000
2011.11.21 06:30, 1.34340, 1.34390, 1.34400, 1.34300, 1.34300, 99.00000, -108, 47.49, 375.00000
2011.11.21 12:00, 1.35340, 1.35240, 1.35400, 1.35240, 1.35400, 66.00000, 110, 59.04, 385.00000
2011.11.21 23:40, 1.34740, 1.34690, 1.34750, 1.34690, 1.34690, 140.00000, -71, 26.89, 155.00000
2011.11.22 06:15, 1.35620, 1.35480, 1.35680, 1.35440, 1.35680, 79.00000, 99, 51.41, 445.00000
2011.11.23 14:00, 1.33300, 1.33300, 1.33310, 1.33200, 1.33200, 381.00000, -248, 33.06, 325.00000
2011.11.24 04:40, 1.34040, 1.34020, 1.34110, 1.33970, 1.34110, 174.00000, 91, 27.61, 445.00000
2011.11.25 08:35, 1.32250, 1.32170, 1.32250, 1.32120, 1.32120, 334.00000, -199, 30.79, 345.00000
2011.11.28 05:20, 1.33870, 1.33890, 1.33980, 1.33870, 1.33980, 249.00000, 186, 36.76, 325.00000
2011.11.28 19:20, 1.32910, 1.32910, 1.32910, 1.32850, 1.32850, 168.00000, -113, 33.93, 165.00000
2011.11.29 05:35, 1.34210, 1.34320, 1.34410, 1.34200, 1.34410, 123.00000, 156, 51.75, 535.00000
2011.11.30 02:15, 1.32660, 1.32770, 1.32780, 1.32590, 1.32590, 248.00000, -182, 36.27, 635.00000
2011.11.30 09:00, 1.35020, 1.35150, 1.35320, 1.35000, 1.35320, 81.00000, 273, 73.47, 715.00000
2011.11.30 23:50, 1.34680, 1.34630, 1.34730, 1.34620, 1.34730, 178.00000, -59, 18.34, 275.00000
2011.12.01 03:30, 1.34310, 1.34260, 1.34350, 1.34170, 1.34170, 44.00000, -56, 51.84, 575.00000
2011.12.02 08:30, 1.35100, 1.35210, 1.35480, 1.35020, 1.35480, 348.00000, 131, 20.63, 1415.00000
2011.12.02 11:15, 1.33750, 1.33770, 1.33770, 1.33620, 1.33620, 33.00000, -186, 79.94, 525.00000
2011.12.05 09:25, 1.34758, 1.34472, 1.34857, 1.34469, 1.34857, 266.00000, 124, 24.94, 964.00000
2011.12.06 03:05, 1.33412, 1.33491, 1.33492, 1.33326, 1.33326, 212.00000, -153, 35.84, 490.00000
2011.12.07 02:10, 1.34482, 1.34491, 1.34527, 1.34458, 1.34527, 277.00000, 120, 23.44, 372.00000
2011.12.07 09:15, 1.33538, 1.33561, 1.33579, 1.33503, 1.33503, 85.00000, -102, 50.30, 310.00000
2011.12.08 03:00, 1.34259, 1.34128, 1.34293, 1.34128, 1.34293, 213.00000, 79, 20.35, 309.00000
2011.12.08 07:20, 1.33831, 1.33805, 1.33843, 1.33783, 1.33783, 52.00000, -51, 44.44, 285.00000
2011.12.08 08:35, 1.34416, 1.34418, 1.34588, 1.34347, 1.34588, 15.00000, 80, 79.44, 812.00000
2011.12.09 02:20, 1.32863, 1.32902, 1.32920, 1.32808, 1.32808, 213.00000, -178, 39.88, 299.00000
2011.12.09 06:05, 1.34197, 1.34067, 1.34332, 1.34064, 1.34332, 45.00000, 152, 73.55, 674.00000
2011.12.12 18:55, 1.31639, 1.31750, 1.31751, 1.31603, 1.31603, 442.00000, -273, 31.69, 260.00000
2011.12.13 06:10, 1.32268, 1.32209, 1.32361, 1.32200, 1.32361, 135.00000, 76, 29.31, 360.00000
2011.12.13 15:35, 1.30160, 1.30095, 1.30211, 1.30083, 1.30083, 113.00000, -228, 63.62, 354.00000
2011.12.14 01:15, 1.30463, 1.30444, 1.30527, 1.30411, 1.30527, 116.00000, 44, 20.94, 354.00000
2011.12.14 03:05, 1.30110, 1.30102, 1.30135, 1.30042, 1.30042, 22.00000, -49, 65.60, 358.00000
2011.12.14 05:00, 1.30557, 1.30474, 1.30636, 1.30465, 1.30636, 23.00000, 59, 68.83, 416.00000
2011.12.14 10:55, 1.29491, 1.29629, 1.29641, 1.29455, 1.29455, 71.00000, -118, 58.99, 413.00000
2011.12.15 03:30, 1.30325, 1.30291, 1.30377, 1.30189, 1.30377, 199.00000, 92, 24.86, 474.00000
2011.12.15 04:45, 1.29696, 1.29642, 1.29696, 1.29565, 1.29565, 15.00000, -81, 79.53, 339.00000
2011.12.15 08:40, 1.30414, 1.30353, 1.30491, 1.30315, 1.30491, 47.00000, 93, 63.09, 538.00000
2011.12.15 20:10, 1.30397, 1.30408, 1.30436, 1.30396, 1.30436, 138.00000, -6, 2.28, 104.00000
2011.12.16 03:25, 1.30081, 1.30076, 1.30105, 1.30030, 1.30030, 87.00000, -41, 25.02, 273.00000
2011.12.16 08:25, 1.30717, 1.30783, 1.30835, 1.30709, 1.30835, 60.00000, 80, 53.30, 281.00000
2011.12.18 22:55, 1.29862, 1.29839, 1.29863, 1.29823, 1.29823, 174.00000, -101, 30.18, 174.00000
2011.12.19 08:10, 1.30387, 1.30315, 1.30417, 1.30309, 1.30417, 111.00000, 59, 28.15, 357.00000
2011.12.19 15:55, 1.29939, 1.29891, 1.29946, 1.29874, 1.29874, 93.00000, -54, 30.28, 182.00000
2011.12.21 05:20, 1.31765, 1.31467, 1.31962, 1.31458, 1.31962, 449.00000, 209, 24.94, 819.00000
2011.12.21 10:00, 1.30382, 1.30415, 1.30418, 1.30244, 1.30244, 56.00000, -172, 71.95, 499.00000
2011.12.22 03:15, 1.31120, 1.31026, 1.31184, 1.31026, 1.31184, 207.00000, 94, 24.42, 520.00000
2011.12.22 09:25, 1.30354, 1.30308, 1.30360, 1.30166, 1.30166, 74.00000, -102, 53.99, 471.00000
2011.12.23 01:35, 1.30894, 1.30703, 1.30951, 1.30703, 1.30951, 194.00000, 79, 22.03, 348.00000
2011.12.23 10:00, 1.30309, 1.30370, 1.30374, 1.30254, 1.30254, 101.00000, -70, 34.61, 411.00000
2011.12.26 08:25, 1.30783, 1.30760, 1.30817, 1.30760, 1.30817, 161.00000, 56, 19.27, 104.00000
2011.12.26 18:10, 1.30529, 1.30551, 1.30616, 1.30425, 1.30425, 116.00000, -39, 18.67, 567.00000
2011.12.26 18:20, 1.30481, 1.30542, 1.30618, 1.30425, 1.30425, 2.00000, 0, 0.00, 527.00000
2011.12.26 19:10, 1.30485, 1.30465, 1.30523, 1.30425, 1.30425, 10.00000, 0, 0.00, 190.00000
2011.12.27 05:45, 1.30787, 1.30785, 1.30826, 1.30777, 1.30826, 127.00000, 40, 17.52, 135.00000
2011.12.27 09:25, 1.30617, 1.30634, 1.30637, 1.30561, 1.30561, 44.00000, -27, 31.06, 203.00000
2011.12.28 02:15, 1.30598, 1.30584, 1.30635, 1.30562, 1.30562, 202.00000, 0, 0.03, 221.00000
2011.12.28 05:20, 1.30762, 1.30736, 1.30795, 1.30730, 1.30795, 37.00000, 23, 32.20, 224.00000
2011.12.29 07:10, 1.28601, 1.28687, 1.28698, 1.28577, 1.28577, 310.00000, -222, 35.58, 352.00000
2011.12.29 17:00, 1.29600, 1.29607, 1.29650, 1.29585, 1.29650, 118.00000, 107, 42.28, 218.00000
2011.12.30 03:40, 1.29105, 1.29134, 1.29181, 1.29034, 1.29034, 128.00000, -62, 25.70, 447.00000
2011.12.30 10:55, 1.29805, 1.29898, 1.29980, 1.29730, 1.29980, 87.00000, 95, 47.40, 594.00000
2012.01.02 10:30, 1.29200, 1.29257, 1.29270, 1.29167, 1.29167, 175.00000, -81, 24.92, 188.00000
2012.01.03 13:55, 1.30711, 1.30726, 1.30763, 1.30693, 1.30763, 329.00000, 160, 25.88, 221.00000
2012.01.03 22:10, 1.30259, 1.30230, 1.30266, 1.30221, 1.30221, 99.00000, -54, 28.70, 112.00000
2012.01.04 03:10, 1.30687, 1.30641, 1.30721, 1.30593, 1.30721, 60.00000, 50, 39.81, 371.00000
2012.01.05 16:10, 1.27838, 1.27838, 1.27854, 1.27698, 1.27698, 444.00000, -302, 34.25, 352.00000
2012.01.05 22:20, 1.27962, 1.27932, 1.27984, 1.27929, 1.27984, 74.00000, 29, 21.13, 133.00000
2012.01.06 00:05, 1.27670, 1.27687, 1.27690, 1.27629, 1.27629, 21.00000, -36, 59.39, 173.00000
2012.01.06 03:55, 1.28025, 1.28065, 1.28119, 1.28022, 1.28119, 46.00000, 49, 46.81, 275.00000
2012.01.08 18:35, 1.26686, 1.26771, 1.26776, 1.26654, 1.26654, 176.00000, -147, 39.77, 213.00000
2012.01.10 01:05, 1.27943, 1.27866, 1.27961, 1.27865, 1.27961, 366.00000, 131, 19.65, 203.00000
2012.01.10 03:35, 1.27451, 1.27507, 1.27530, 1.27421, 1.27421, 30.00000, -54, 60.95, 369.00000
2012.01.10 08:10, 1.28069, 1.28137, 1.28175, 1.28069, 1.28175, 55.00000, 75, 53.89, 351.00000
2012.01.10 20:15, 1.27360, 1.27338, 1.27365, 1.27280, 1.27280, 145.00000, -90, 31.68, 223.00000
2012.01.11 04:55, 1.27829, 1.27821, 1.27891, 1.27818, 1.27891, 104.00000, 61, 30.43, 288.00000
2012.01.11 11:30, 1.26785, 1.26627, 1.26796, 1.26608, 1.26608, 79.00000, -128, 58.38, 395.00000
2012.01.11 21:15, 1.27253, 1.27153, 1.27274, 1.27153, 1.27274, 117.00000, 67, 29.65, 258.00000
2012.01.12 02:50, 1.27075, 1.27050, 1.27083, 1.26984, 1.26984, 67.00000, -29, 23.40, 261.00000
2012.01.13 01:20, 1.28660, 1.28700, 1.28776, 1.28627, 1.28776, 270.00000, 179, 33.57, 353.00000
2012.01.15 20:40, 1.26297, 1.26255, 1.26317, 1.26253, 1.26253, 232.00000, -252, 47.40, 229.00000
2012.01.16 11:25, 1.26741, 1.26864, 1.26869, 1.26741, 1.26869, 177.00000, 62, 19.19, 244.00000
2012.01.16 17:55, 1.26489, 1.26562, 1.26570, 1.26486, 1.26486, 78.00000, -38, 26.15, 187.00000
2012.01.17 07:55, 1.27894, 1.27978, 1.28072, 1.27894, 1.28072, 168.00000, 159, 43.35, 374.00000
2012.01.17 09:30, 1.27206, 1.27197, 1.27228, 1.27114, 1.27114, 19.00000, -96, 78.78, 392.00000
2012.01.18 02:50, 1.27979, 1.28021, 1.28068, 1.27979, 1.28068, 208.00000, 95, 24.64, 229.00000
2012.01.18 03:35, 1.27412, 1.27359, 1.27412, 1.27336, 1.27336, 9.00000, -73, 82.99, 389.00000
2012.01.18 22:25, 1.28744, 1.28665, 1.28779, 1.28664, 1.28779, 226.00000, 144, 32.56, 256.00000
2012.01.19 03:05, 1.28391, 1.28524, 1.28535, 1.28387, 1.28387, 56.00000, -39, 34.99, 328.00000
2012.01.20 02:35, 1.29790, 1.29836, 1.29855, 1.29771, 1.29855, 282.00000, 147, 27.50, 257.00000
2012.01.22 17:40, 1.28759, 1.28846, 1.28846, 1.28754, 1.28754, 181.00000, -110, 31.31, 146.00000
2012.01.23 11:30, 1.30451, 1.30395, 1.30519, 1.30369, 1.30519, 214.00000, 177, 39.51, 298.00000
2012.01.23 22:45, 1.29888, 1.29905, 1.29907, 1.29869, 1.29869, 135.00000, -65, 25.71, 133.00000
